trial,objects,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor
23,"a green triangle with dots
a green triangle with stripes
a green square with dots","triangle
stripes
dots
square",texture,color,stripes,triangle,dots,square,1,0,2,3,green triangle with stripes,dots,green triangle with dots,green square with dots,green triangle with stripes,0,2,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green triangle with dots
a green triangle with stripes
a green square with dots

Your task is to make your friend pick out the following target object:

the green triangle with stripes

Which of the following words would you choose:

triangle
stripes
dots
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green triangle with dots
a green triangle with stripes
a green square with dots

Your friend can choose from the following list of words:

triangle
stripes
dots
square

Your friend chose the word:

dots

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.1968715,-5.563893,-6.7834416666666675,-6.227893333333333,0.7042712513132958,0.13079782783379384,0.07108515316622781,0.09384576768668255,0.5,-2.1076420386738,-2.7333816157822004,-5.3278840696296665,0.5178104632084183,0.37869816357353053,0.10349137321805116
24,"a orange hexagon with dots
a orange circle with dots
a blue circle with dots","orange
circle
hexagon
blue",color,texture,blue,circle,orange,hexagon,3,1,0,2,blue circle with dots,orange,orange circle with dots,orange hexagon with dots,blue circle with dots,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange hexagon with dots
a orange circle with dots
a blue circle with dots

Your task is to make your friend pick out the following target object:

the blue circle with dots

Which of the following words would you choose:

orange
circle
hexagon
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange hexagon with dots
a orange circle with dots
a blue circle with dots

Your friend can choose from the following list of words:

orange
circle
hexagon
blue

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.149175,-7.931043,-7.195779000000001,-6.076185579068375,0.7836473292127851,0.04351149186268527,0.06284410173641665,0.10999707718811302,0.5,-4.86055912223395,-2.6186678130443286,-3.683079795543333,0.17037313180880842,0.5226628340376966,0.30696403415349477
25,"a red triangle with stripes
a red square with stripes
a orange square with stripes","triangle
red
square
orange",shape,texture,triangle,red,square,orange,0,1,2,3,red triangle with stripes,square,red square with stripes,orange square with stripes,red triangle with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with stripes
a red square with stripes
a orange square with stripes

Your task is to make your friend pick out the following target object:

the red triangle with stripes

Which of the following words would you choose:

triangle
red
square
orange

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with stripes
a red square with stripes
a orange square with stripes

Your friend can choose from the following list of words:

triangle
red
square
orange

Your friend chose the word:

square

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.3321358333333335,-4.1990446666666665,-6.266218333333334,-7.024925333333333,0.4909957045567425,0.3182957438623718,0.11322694068826698,0.07748161089261885,0.5,-2.033552449155833,-3.1303835598336662,-4.946060393365,0.5521894852081585,0.31909080017802127,0.12871971461382029
26,"a orange circle with stripes
a red circle with spades
a red circle with stripes","spades
orange
stripes
red",color,shape,orange,stripes,red,spades,1,2,3,0,orange circle with stripes,red,red circle with stripes,red circle with spades,orange circle with stripes,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a red circle with spades
a red circle with stripes

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

spades
orange
stripes
red

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a red circle with spades
a red circle with stripes

Your friend can choose from the following list of words:

spades
orange
stripes
red

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-1.8994242333333335,-5.72806925,-7.562954,-5.3767760024825,0.7235348421858847,0.10667919937911441,0.042622565491469845,0.127163392943531,0.5,-2.2657347338931166,-2.616787533650474,-3.6155616486483333,0.42585525079758224,0.35729904842581406,0.21684570077660356
27,"a red hexagon with spades
a red hexagon with stripes
a blue hexagon with spades","blue
stripes
red
spades",color,shape,blue,spades,red,stripes,0,3,2,1,blue hexagon with spades,red,red hexagon with spades,red hexagon with stripes,blue hexagon with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red hexagon with spades
a red hexagon with stripes
a blue hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

blue
stripes
red
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red hexagon with spades
a red hexagon with stripes
a blue hexagon with spades

Your friend can choose from the following list of words:

blue
stripes
red
spades

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-5.440603333333333,-1.99090265,-7.606654,-5.8492075,0.12877525768844922,0.7226456838387683,0.043599398883813055,0.1049796595889694,0.5,-1.724724225498325,-2.9318049182452435,-2.63864263342875,0.45869912945089736,0.2508497507646027,0.2904511197844999
28,"a blue circle with spades
a blue circle with stripes
a red circle with stripes","stripes
spades
red
blue",color,shape,red,stripes,blue,spades,2,0,3,1,red circle with stripes,blue,blue circle with stripes,blue circle with spades,red circle with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with spades
a blue circle with stripes
a red circle with stripes

Your task is to make your friend pick out the following target object:

the red circle with stripes

Which of the following words would you choose:

stripes
spades
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with spades
a blue circle with stripes
a red circle with stripes

Your friend can choose from the following list of words:

stripes
spades
red
blue

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.3724296666666667,-5.838892,-7.392596666666667,-5.201107993115,0.6661958202148969,0.11772512818777423,0.05413604075037338,0.16194301084695564,0.5,-3.2586196797210842,-2.0990759604369,-3.599842008280667,0.27557468325719775,0.4920746999342422,0.23235061680856012
29,"a blue circle with dots
a green hexagon with dots
a green circle with dots","hexagon
circle
blue
green",color,texture,blue,circle,green,hexagon,2,1,3,0,blue circle with dots,green,green circle with dots,green hexagon with dots,blue circle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with dots
a green hexagon with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the blue circle with dots

Which of the following words would you choose:

hexagon
circle
blue
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with dots
a green hexagon with dots
a green circle with dots

Your friend can choose from the following list of words:

hexagon
circle
blue
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.1214504333333335,-7.665761333333333,-6.989732666666666,-6.20947464892575,0.7814281608549772,0.04886042533386182,0.06851016334618959,0.10120125046497144,0.5,-2.2107101434174,-4.262465935454643,-3.4228187491655,0.5252154300230343,0.18828007696388174,0.2865044930130839
30,"a blue hexagon with spades
a blue circle with stars
a blue circle with spades","circle
hexagon
spades
stars",texture,color,stars,circle,spades,hexagon,3,0,2,1,blue circle with stars,spades,blue circle with spades,blue hexagon with spades,blue circle with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue hexagon with spades
a blue circle with stars
a blue circle with spades

Your task is to make your friend pick out the following target object:

the blue circle with stars

Which of the following words would you choose:

circle
hexagon
spades
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue hexagon with spades
a blue circle with stars
a blue circle with spades

Your friend can choose from the following list of words:

circle
hexagon
spades
stars

Your friend chose the word:

spades

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.0993896666666667,-8.806092666666666,-5.566786343538,-6.56120989361705,0.7581342840366424,0.026509655514660026,0.13390923065312743,0.08144682979557014,0.5,-3.2886384330508283,-1.73126584558525,-6.303989213756,0.29411484102401253,0.6407610436038805,0.06512411537210684
31,"a red circle with spades
a green circle with spades
a red hexagon with spades","circle
hexagon
green
red",shape,texture,hexagon,red,circle,green,1,3,0,2,red hexagon with spades,circle,red circle with spades,green circle with spades,red hexagon with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red circle with spades
a green circle with spades
a red hexagon with spades

Your task is to make your friend pick out the following target object:

the red hexagon with spades

Which of the following words would you choose:

circle
hexagon
green
red

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red circle with spades
a green circle with spades
a red hexagon with spades

Your friend can choose from the following list of words:

circle
hexagon
green
red

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-1.72066776706908,-4.515824,-7.954668666666667,-7.528398,0.7427788736207418,0.18361116191162963,0.03289754180250562,0.04071242266512308,0.5,-1.8563805007883283,-2.908341521194071,-4.783001002423751,0.5487135824983391,0.32427635102645064,0.12701006647521026
32,"a green square with spades
a green square with stripes
a orange square with spades","orange
spades
stripes
green",color,shape,orange,spades,green,stripes,0,1,3,2,orange square with spades,green,green square with spades,green square with stripes,orange square with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with spades
a green square with stripes
a orange square with spades

Your task is to make your friend pick out the following target object:

the orange square with spades

Which of the following words would you choose:

orange
spades
stripes
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with spades
a green square with stripes
a orange square with spades

Your friend can choose from the following list of words:

orange
spades
stripes
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.1814007666666666,-4.197951797104509,-6.7890559999999995,-5.8121505,0.6144392057002881,0.22417667663389734,0.06136762245510507,0.10001649521070946,0.5,-1.798195650529434,-3.5454364835355,-2.9190376398363576,0.5029153623806628,0.20993573788043277,0.28714889973890434
33,"a green circle with dots
a green hexagon with dots
a green hexagon with spades","hexagon
dots
circle
spades",shape,color,circle,dots,hexagon,spades,2,1,0,3,green circle with dots,hexagon,green hexagon with dots,green hexagon with spades,green circle with dots,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green circle with dots
a green hexagon with dots
a green hexagon with spades

Your task is to make your friend pick out the following target object:

the green circle with dots

Which of the following words would you choose:

hexagon
dots
circle
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green circle with dots
a green hexagon with dots
a green hexagon with spades

Your friend can choose from the following list of words:

hexagon
dots
circle
spades

Your friend chose the word:

hexagon

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.4926252333333334,-5.856223333333333,-5.83706920345595,-5.663039916547735,0.633403068523624,0.11783766166112815,0.11897162193744294,0.129787647877805,0.5,-1.9247986559337142,-3.262930807822584,-5.47316122575,0.5945978538795563,0.30454511139623597,0.10085703472420772
34,"a red square with spades
a red triangle with spades
a blue triangle with spades","square
red
triangle
blue",color,texture,blue,triangle,red,square,3,2,1,0,blue triangle with spades,red,red triangle with spades,red square with spades,blue triangle with spades,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a red triangle with spades
a blue triangle with spades

Your task is to make your friend pick out the following target object:

the blue triangle with spades

Which of the following words would you choose:

square
red
triangle
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a red triangle with spades
a blue triangle with spades

Your friend can choose from the following list of words:

square
red
triangle
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.2913281,-7.370060666666666,-7.8788100000000005,-6.83306,0.8042910408970474,0.06347174914240439,0.049216072394735674,0.08302113756581246,0.5,-4.195704128506572,-2.066169567558272,-3.154095198073857,0.1790976780721764,0.519412634977835,0.3014896869499887
35,"a orange circle with dots
a orange circle with stars
a blue circle with dots","orange
dots
stars
blue",texture,shape,stars,orange,dots,blue,2,0,1,3,orange circle with stars,dots,orange circle with dots,blue circle with dots,orange circle with stars,0,2,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with dots
a orange circle with stars
a blue circle with dots

Your task is to make your friend pick out the following target object:

the orange circle with stars

Which of the following words would you choose:

orange
dots
stars
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with dots
a orange circle with stars
a blue circle with dots

Your friend can choose from the following list of words:

orange
dots
stars
blue

Your friend chose the word:

dots

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-1.9422737666666665,-7.018434666666667,-7.56175,-7.563177,0.8337387365191896,0.06588031177170293,0.050208381306055226,0.05017257040305224,0.5,-2.5508272607782834,-3.3072286955257337,-5.193704219649416,0.51233595168382,0.35099776226152657,0.1366662860546535
36,"a red triangle with stars
a red triangle with stripes
a blue triangle with stripes","stripes
stars
red
blue",color,shape,blue,stripes,red,stars,3,0,2,1,blue triangle with stripes,red,red triangle with stripes,red triangle with stars,blue triangle with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stripes

Your task is to make your friend pick out the following target object:

the blue triangle with stripes

Which of the following words would you choose:

stripes
stars
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stripes

Your friend can choose from the following list of words:

stripes
stars
red
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-1.638215,-6.32332325,-7.532950666666667,-8.044148666666667,0.8409007235979183,0.08079535549218883,0.0441284974311994,0.034175423478693456,0.5,-3.7490189702814667,-2.166363197230633,-3.477595134083,0.22979651338494975,0.507005615484277,0.2631978711307732
37,"a red triangle with stars
a red triangle with stripes
a blue triangle with stars","stripes
red
stars
blue",color,shape,blue,stars,red,stripes,3,2,1,0,blue triangle with stars,red,red triangle with stars,red triangle with stripes,blue triangle with stars,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the blue triangle with stars

Which of the following words would you choose:

stripes
red
stars
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stars

Your friend can choose from the following list of words:

stripes
red
stars
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.1692991333333334,-7.2822043333333335,-7.934554333333334,-6.530169,0.8022081319158028,0.062234872284550054,0.044913593087568704,0.09064340271207845,0.5,-2.2990839447559,-2.6758443268935665,-3.4769619899295,0.41960117180392914,0.3475555394948285,0.23284328870124243
38,"a blue triangle with dots
a blue square with dots
a blue triangle with stripes","dots
stripes
square
triangle",texture,color,stripes,triangle,dots,square,1,3,0,2,blue triangle with stripes,dots,blue triangle with dots,blue square with dots,blue triangle with stripes,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a blue square with dots
a blue triangle with stripes

Your task is to make your friend pick out the following target object:

the blue triangle with stripes

Which of the following words would you choose:

dots
stripes
square
triangle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a blue square with dots
a blue triangle with stripes

Your friend can choose from the following list of words:

dots
stripes
square
triangle

Your friend chose the word:

dots

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.67033225,-5.846457,-8.059101666666667,-6.674599333333333,0.7107563386679303,0.14522253553717096,0.048035722863830295,0.0959854029310684,0.5,-2.0769822974012833,-3.832197150767284,-5.646371468697333,0.631462699150892,0.26254734989091405,0.10598995095819382
39,"a blue circle with stars
a blue square with stars
a blue square with stripes","circle
square
stripes
stars",texture,color,stripes,square,stars,circle,2,1,3,0,blue square with stripes,stars,blue square with stars,blue circle with stars,blue square with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with stars
a blue square with stars
a blue square with stripes

Your task is to make your friend pick out the following target object:

the blue square with stripes

Which of the following words would you choose:

circle
square
stripes
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with stars
a blue square with stars
a blue square with stripes

Your friend can choose from the following list of words:

circle
square
stripes
stars

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.34165475,-5.4745230000000005,-7.1243300000000005,-8.803461666666667,0.7463703938100966,0.1558334577464211,0.06829826464583313,0.0294978837976491,0.5,-3.3795953309615,-2.1885400313220003,-6.44939902813,0.33009132135859726,0.5987816439723989,0.07112703466900382
40,"a red hexagon with stripes
a blue hexagon with stripes
a red square with stripes","hexagon
square
red
blue",shape,texture,square,red,hexagon,blue,1,2,0,3,red square with stripes,hexagon,red hexagon with stripes,blue hexagon with stripes,red square with stripes,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red hexagon with stripes
a blue hexagon with stripes
a red square with stripes

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

hexagon
square
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red hexagon with stripes
a blue hexagon with stripes
a red square with stripes

Your friend can choose from the following list of words:

hexagon
square
red
blue

Your friend chose the word:

hexagon

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.5424510000000002,-4.844275666666666,-5.887486422995,-7.536044333333333,0.630330190813228,0.19940370959783393,0.1183594384374695,0.05190666115146852,0.5,-2.1262211342281288,-3.0089543209687144,-5.7133878909358335,0.5526327896720271,0.3554295842727146,0.09193762605525825
41,"a orange triangle with spades
a blue hexagon with spades
a orange hexagon with spades","orange
blue
hexagon
triangle",color,texture,blue,hexagon,orange,triangle,1,2,0,3,blue hexagon with spades,orange,orange hexagon with spades,orange triangle with spades,blue hexagon with spades,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with spades
a blue hexagon with spades
a orange hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

orange
blue
hexagon
triangle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with spades
a blue hexagon with spades
a orange hexagon with spades

Your friend can choose from the following list of words:

orange
blue
hexagon
triangle

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.4849888333333334,-5.172432001008625,-7.388770999999999,-8.082381666666667,0.7102812820161465,0.18529320819474893,0.06117691913705927,0.043248590652045324,0.5,-4.185118550011063,-2.0492894703511717,-2.631569891915,0.16437222712702398,0.4782090946883546,0.3574186781846215
42,"a red square with stars
a red circle with spades
a red square with spades","square
spades
stars
circle",texture,color,stars,square,spades,circle,2,0,1,3,red square with stars,spades,red square with spades,red circle with spades,red square with stars,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stars
a red circle with spades
a red square with spades

Your task is to make your friend pick out the following target object:

the red square with stars

Which of the following words would you choose:

square
spades
stars
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stars
a red circle with spades
a red square with spades

Your friend can choose from the following list of words:

square
spades
stars
circle

Your friend chose the word:

spades

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.2916966666666667,-6.560543666666667,-5.0659865993375,-8.544366666666667,0.7082260642420288,0.08379219313811292,0.17690597489912852,0.031075767720729803,0.5,-1.9223124720318487,-1.8713712192259713,-4.083488573265667,0.42279835987421693,0.4337056166032163,0.14349602352256677
43,"a blue hexagon with spades
a green triangle with spades
a green hexagon with spades","hexagon
triangle
blue
green",color,texture,blue,hexagon,green,triangle,2,0,3,1,blue hexagon with spades,green,green hexagon with spades,green triangle with spades,blue hexagon with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue hexagon with spades
a green triangle with spades
a green hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

hexagon
triangle
blue
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue hexagon with spades
a green triangle with spades
a green hexagon with spades

Your friend can choose from the following list of words:

hexagon
triangle
blue
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.020174,-4.9157707994995,-6.5468280000000005,-7.456714000000001,0.7117032527899408,0.1673123868491727,0.07401990509070791,0.04696445527017843,0.5,-1.4776842882600127,-2.218386508764286,-2.4458312404695004,0.4335085142450199,0.299334095689942,0.26715739006503814
44,"a green hexagon with stripes
a red triangle with stripes
a green triangle with stripes","red
hexagon
green
triangle",color,texture,red,triangle,green,hexagon,0,3,2,1,red triangle with stripes,green,green triangle with stripes,green hexagon with stripes,red triangle with stripes,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green hexagon with stripes
a red triangle with stripes
a green triangle with stripes

Your task is to make your friend pick out the following target object:

the red triangle with stripes

Which of the following words would you choose:

red
hexagon
green
triangle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green hexagon with stripes
a red triangle with stripes
a green triangle with stripes

Your friend can choose from the following list of words:

red
hexagon
green
triangle

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.9517943333333334,-5.497732,-7.712010666666667,-5.77778812261225,0.6188301130131243,0.17327188453329295,0.05726688963656911,0.15063111281701366,0.5,-2.5013991378221996,-2.6465457366449567,-3.6430157575635,0.40079098835109794,0.37273464760386565,0.22647436404503646
45,"a red triangle with dots
a red circle with dots
a red triangle with stars","dots
circle
triangle
stars",shape,color,circle,dots,triangle,stars,1,0,2,3,red circle with dots,triangle,red triangle with dots,red triangle with stars,red circle with dots,0,2,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with dots
a red circle with dots
a red triangle with stars

Your task is to make your friend pick out the following target object:

the red circle with dots

Which of the following words would you choose:

dots
circle
triangle
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with dots
a red circle with dots
a red triangle with stars

Your friend can choose from the following list of words:

dots
circle
triangle
stars

Your friend chose the word:

triangle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.4927766666666664,-5.511151666666667,-6.938142,-7.773643,0.7139093604270252,0.15783789227967687,0.07732933208921282,0.050923415204085214,0.5,-2.090024061981833,-3.656504018141,-4.98012568565,0.5907870467254686,0.26994430160438626,0.13926865167014524
