trial,context,question,correct,incorrect,scores_target,scores_target_npnlg,generation_correct,generation_score_correct,scores_distractor,scores_distractor_npnlg,generation_distractor,generation_score_distractor,production_decoded
34,"Second Amendment to the United States Constitution -- The Second Amendment (Amendment II) to the United States Constitution protects the right of the people to keep and bear arms and was adopted on December 15, 1791, as part of the first ten amendments contained in the Bill of Rights. The Supreme Court of the United States has ruled that the right belongs to individuals for self-defense, while also ruling that the right is not unlimited and does not prohibit all regulation of either firearms or similar devices. State and local governments are limited to the same extent as the federal government from infringing this right, per the incorporation of the Bill of Rights.",was the right to bear arms in the original constitution,No,Yes,-1.2642501592636108,1.2642500400543213,NONE,,-0.9692680239677429,0.9692680239677429,NONE,,"<s> Context: Second Amendment to the United States Constitution -- The Second Amendment (Amendment II) to the United States Constitution protects the right of the people to keep and bear arms and was adopted on December 15, 1791, as part of the first ten amendments contained in the Bill of Rights. The Supreme Court of the United States has ruled that the right belongs to individuals for self-defense, while also ruling that the right is not unlimited and does not prohibit all regulation of either firearms or similar devices. State and local governments are limited to the same extent as the federal government from infringing this right, per the incorporation of the Bill of Rights.
Question: was the right to bear arms in the original constitution
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer

[ ] yes
[ ] no

Answer:

Your"
35,"Statute of frauds -- In an action for specific performance of a contract to convey land, the agreement must be in writing to satisfy the statute of frauds. The statute is satisfied if the contract to convey is evidenced by a writing or writings containing the essential terms of a purchase and sale agreement and signed by the party against whom the contract is to be enforced. If there is no written agreement, a court of equity can specifically enforce an oral agreement to convey only if the part performance doctrine is satisfied. In most jurisdictions, part performance is proven when the purchaser pays the purchase price, has possession of the land and makes improvements on the land, all with the permission of the seller. No jurisdiction is satisfied by payment of the purchase price alone.",is a purchase price alone considered to be a prove of part performance in any jurisdiction,No,Yes,-1.012988805770874,1.0129886865615845,NONE,,-0.9730629324913025,0.9730629324913025,NONE,,"<s> Context: Statute of frauds -- In an action for specific performance of a contract to convey land, the agreement must be in writing to satisfy the statute of frauds. The statute is satisfied if the contract to convey is evidenced by a writing or writings containing the essential terms of a purchase and sale agreement and signed by the party against whom the contract is to be enforced. If there is no written agreement, a court of equity can specifically enforce an oral agreement to convey only if the part performance doctrine is satisfied. In most jurisdictions, part performance is proven when the purchaser pays the purchase price, has possession of the land and makes improvements on the land, all with the permission of the seller. No jurisdiction is satisfied by payment of the purchase price alone.
Question: is a purchase price alone considered to be a prove of part performance in any jurisdiction
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer: no

Your answer:

I would choose the answer: yes"
36,"Ursa Major -- Ursa Major is primarily known from the asterism of its main seven relatively bright stars comprising the ``Big Dipper'', ``the Wagon'', ``Charles's Wain'' or ``the Plough'' (among others), with its stellar configuration mimicking the shape of the ``Little Dipper''.",is the big dipper the same as ursa major,No,Yes,-1.1559923887252808,1.1559923887252808,NONE,,-1.1083130836486816,1.1083130836486816,NONE,,"<s> Context: Ursa Major -- Ursa Major is primarily known from the asterism of its main seven relatively bright stars comprising the ``Big Dipper'', ``the Wagon'', ``Charles's Wain'' or ``the Plough'' (among others), with its stellar configuration mimicking the shape of the ``Little Dipper''.
Question: is the big dipper the same as ursa major
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer

\begin{blockquote}

no
\end{blockquote}"
37,"In-N-Out Burger -- In-N-Out Burger is an American regional chain of fast food restaurants with locations primarily in the American Southwest and Pacific coast. It was founded in Baldwin Park, California in 1948 by Harry Snyder and Esther Snyder. The chain is currently headquartered in Irvine, California and has slowly expanded outside Southern California into the rest of California, as well as into Arizona, Nevada, Utah, Texas, and Oregon. The current owner is Lynsi Snyder, the Snyders' only grandchild.",are there in and out burgers in ohio,No,Yes,-1.126029372215271,1.126029372215271,NONE,,-0.9734081029891968,0.973408043384552,NONE,,"<s> Context: In-N-Out Burger -- In-N-Out Burger is an American regional chain of fast food restaurants with locations primarily in the American Southwest and Pacific coast. It was founded in Baldwin Park, California in 1948 by Harry Snyder and Esther Snyder. The chain is currently headquartered in Irvine, California and has slowly expanded outside Southern California into the rest of California, as well as into Arizona, Nevada, Utah, Texas, and Oregon. The current owner is Lynsi Snyder, the Snyders' only grandchild.
Question: are there in and out burgers in ohio
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer no

Comment: You're not supposed to ask for clarification on"
38,"Czechoslovakia -- Czechoslovakia, or Czecho-Slovakia (/ˌtʃɛkoʊsloʊˈvækiə, -kə-, -slə-, -ˈvɑː-/; Czech and Slovak: Československo, Česko-Slovensko), was a sovereign state in Central Europe that existed from October 1918, when it declared its independence from the Austro-Hungarian Empire, until its peaceful dissolution into the Czech Republic and Slovakia on 1 January 1993.",is the czech republic and czechoslovakia the same thing,No,Yes,-1.0155808925628662,1.0155807733535767,NONE,,-0.9861394762992859,0.9861394762992859,NONE,,"<s> Context: Czechoslovakia -- Czechoslovakia, or Czecho-Slovakia (/ˌtʃɛkoʊsloʊˈvækiə, -kə-, -slə-, -ˈvɑː-/; Czech and Slovak: Československo, Česko-Slovensko), was a sovereign state in Central Europe that existed from October 1918, when it declared its independence from the Austro-Hungarian Empire, until its peaceful dissolution into the Czech Republic and Slovakia on 1 January 1993.
Question: is the czech republic and czechoslovakia the same thing
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes""
\end{code}

I am not sure if"
39,"Everything, Everything (film) -- Everything, Everything is a 2017 American romantic drama film directed by Stella Meghie and written by J. Mills Goodloe, based on the 2015 novel of the same name by Nicola Yoon. The film follows a young woman named Maddy (Amandla Stenberg) who is prevented by virtue of illness from going outside her house, and her neighbor Olly (Nick Robinson) who wants to help her experience life.",was everything everything based on a true story,No,Yes,-0.9747365713119507,0.9747365117073059,NONE,,-1.0085513591766357,1.0085512399673462,NONE,,"<s> Context: Everything, Everything (film) -- Everything, Everything is a 2017 American romantic drama film directed by Stella Meghie and written by J. Mills Goodloe, based on the 2015 novel of the same name by Nicola Yoon. The film follows a young woman named Maddy (Amandla Stenberg) who is prevented by virtue of illness from going outside her house, and her neighbor Olly (Nick Robinson) who wants to help her experience life.
Question: was everything everything based on a true story
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""no""

Comment: Hi, welcome to SFF.SE."
40,"Solo Cup Company -- In the 1970s, Hulseman's son, Robert Leo Hulseman, came up with the now-ubiquitous red Solo cup. The red Solo cups are made of thick, molded polystyrene. They are known for being able to withstand drops, easily stackable, and disposable while price accessible. Their characteristic red color may conceal the drinking contents.",did we have red solo cups in 1982,Yes,No,-0.9712054133415222,0.9712054133415222,NONE,,-1.0342479944229126,1.0342479944229126,NONE,,"<s> Context: Solo Cup Company -- In the 1970s, Hulseman's son, Robert Leo Hulseman, came up with the now-ubiquitous red Solo cup. The red Solo cups are made of thick, molded polystyrene. They are known for being able to withstand drops, easily stackable, and disposable while price accessible. Their characteristic red color may conceal the drinking contents.
Question: did we have red solo cups in 1982
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer that is most likely to be true.

Comment: Welcome to the site"
41,"Mercury (planet) -- Like Venus, Mercury orbits the Sun within Earth's orbit as an inferior planet, and never exceeds 28° away from the Sun. When viewed from Earth, this proximity to the Sun means the planet can only be seen near the western or eastern horizon during the early evening or early morning. At this time it may appear as a bright star-like object, but is often far more difficult to observe than Venus. The planet telescopically displays the complete range of phases, similar to Venus and the Moon, as it moves in its inner orbit relative to Earth, which reoccurs over the so-called synodic period approximately every 116 days.",does mercury stay a constant distance from the sun year after year,Yes,No,-1.0189021825790405,1.018902063369751,NONE,,-0.9563280940055847,0.9563279747962952,NONE,,"<s> Context: Mercury (planet) -- Like Venus, Mercury orbits the Sun within Earth's orbit as an inferior planet, and never exceeds 28° away from the Sun. When viewed from Earth, this proximity to the Sun means the planet can only be seen near the western or eastern horizon during the early evening or early morning. At this time it may appear as a bright star-like object, but is often far more difficult to observe than Venus. The planet telescopically displays the complete range of phases, similar to Venus and the Moon, as it moves in its inner orbit relative to Earth, which reoccurs over the so-called synodic period approximately every 116 days.
Question: does mercury stay a constant distance from the sun year after year
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer 'yes'.

Comment: I would choose the answer 'no'.
"
42,"Daytime -- Although the daytime length at the Equator remains 12 hours in all seasons, the duration at all other latitudes varies with the seasons. During the winter, daytime lasts shorter than 12 hours; during the summer, it lasts longer than 12 hours. Northern winter and southern summer concur, while northern summer and southern winter concur.",do the days get longer and shorter at the equator,No,Yes,-0.9380190372467041,0.9380189776420593,NONE,,-1.019140601158142,1.019140601158142,NONE,,"<s> Context: Daytime -- Although the daytime length at the Equator remains 12 hours in all seasons, the duration at all other latitudes varies with the seasons. During the winter, daytime lasts shorter than 12 hours; during the summer, it lasts longer than 12 hours. Northern winter and southern summer concur, while northern summer and southern winter concur.
Question: do the days get longer and shorter at the equator
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer 'yes'.

I would choose the answer 'no'.

I"
43,"Summer solstice -- The summer solstice (or estival solstice), also known as midsummer, occurs when one of the Earth's poles has its maximum tilt toward the Sun. It happens twice yearly, once in each hemisphere (Northern and Southern). For that hemisphere, the summer solstice is when the Sun reaches its highest position in the sky and is the day with the longest period of daylight. At the pole, there is continuous daylight around the summer solstice. On the summer solstice, Earth's maximum axial tilt toward the Sun is 23.44°. Likewise, the Sun's declination from the celestial equator is 23.44°.",is the summer soltice the longest day of the year,Yes,No,-0.9306361079216003,0.9306361079216003,NONE,,-0.9111818671226501,0.9111818671226501,NONE,,"<s> Context: Summer solstice -- The summer solstice (or estival solstice), also known as midsummer, occurs when one of the Earth's poles has its maximum tilt toward the Sun. It happens twice yearly, once in each hemisphere (Northern and Southern). For that hemisphere, the summer solstice is when the Sun reaches its highest position in the sky and is the day with the longest period of daylight. At the pole, there is continuous daylight around the summer solstice. On the summer solstice, Earth's maximum axial tilt toward the Sun is 23.44°. Likewise, the Sun's declination from the celestial equator is 23.44°.
Question: is the summer soltice the longest day of the year
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer 'yes'.

Comment: This is a question and answer site. Question"
44,"India at the Olympics -- India first participated at the Olympic Games in 1900, with a lone athlete (Norman Pritchard) winning two medals- both silver- in athletics. The nation first sent a team to the Summer Olympic Games in 1920, and has participated in every Summer Games since then. India has also competed at several Winter Olympic Games beginning in 1964. Indian athletes have won a total of 28 medals so far, all at the Summer Games. For a period of time, India national field hockey team was dominant in Olympic competition, winning eleven medals in twelve Olympics between 1920 and 1980. The run included 8 gold medals total and six successive gold medals from 1928--1956",has india won a gold medal in olympics,Yes,No,-1.066786289215088,1.0667861700057983,NONE,,-1.17879319190979,1.1787930727005005,NONE,,"<s> Context: India at the Olympics -- India first participated at the Olympic Games in 1900, with a lone athlete (Norman Pritchard) winning two medals- both silver- in athletics. The nation first sent a team to the Summer Olympic Games in 1920, and has participated in every Summer Games since then. India has also competed at several Winter Olympic Games beginning in 1964. Indian athletes have won a total of 28 medals so far, all at the Summer Games. For a period of time, India national field hockey team was dominant in Olympic competition, winning eleven medals in twelve Olympics between 1920 and 1980. The run included 8 gold medals total and six successive gold medals from 1928--1956
Question: has india won a gold medal in olympics
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""no""

Comment: I'd go with no as well."
45,"Statute of limitations -- Crimes considered heinous by society have no statute of limitations. Although there is usually no statute of limitations for murder (particularly first-degree murder), judges have been known to dismiss murder charges in cold cases if they feel the delay violates the defendant's right to a speedy trial. For example, waiting many years for an alibi witness to die before commencing a murder trial would be unconstitutional. In 2003, the U.S. Supreme Court in Stogner v. California ruled that the retroactive extension of the statute of limitations for sexual offenses committed against minors was an unconstitutional ex post facto law.",does the statute of limitations apply to all crimes,No,Yes,-1.06650972366333,1.06650972366333,NONE,,-0.9873675107955933,0.9873674511909485,NONE,,"<s> Context: Statute of limitations -- Crimes considered heinous by society have no statute of limitations. Although there is usually no statute of limitations for murder (particularly first-degree murder), judges have been known to dismiss murder charges in cold cases if they feel the delay violates the defendant's right to a speedy trial. For example, waiting many years for an alibi witness to die before commencing a murder trial would be unconstitutional. In 2003, the U.S. Supreme Court in Stogner v. California ruled that the retroactive extension of the statute of limitations for sexual offenses committed against minors was an unconstitutional ex post facto law.
Question: does the statute of limitations apply to all crimes
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer that says ""yes""

Comment: I think the answer is ""yes"
46,"Monarchy of Canada -- As all executive authority is vested in the sovereign, their assent is required to allow for bills to become law and for letters patent and orders in council to have legal effect. While the power for these acts stems from the Canadian people through the constitutional conventions of democracy, executive authority remains vested in the Crown and is only entrusted by the sovereign to their government on behalf of the people, underlining the Crown's role in safeguarding the rights, freedoms, and democratic system of government of Canadians, and reinforcing the fact that ``governments are the servants of the people and not the reverse''. Thus, within a constitutional monarchy the sovereign's direct participation in any of these areas of governance is limited, with the sovereign normally exercising executive authority only on the advice of the executive committee of the Queen's Privy Council for Canada, with the sovereign's legislative and judicial responsibilities largely carried out through parliamentarians as well as judges and justices of the peace. The Crown today primarily functions as a guarantor of continuous and stable governance and a nonpartisan safeguard against abuse of power, the sovereign acting as a custodian of the Crown's democratic powers and a representation of the ``power of the people above government and political parties''.",does the british monarchy have any power in canada,Yes,No,-1.1116344928741455,1.1116344928741455,NONE,,-1.1846909523010254,1.1846909523010254,NONE,,"<s> Context: Monarchy of Canada -- As all executive authority is vested in the sovereign, their assent is required to allow for bills to become law and for letters patent and orders in council to have legal effect. While the power for these acts stems from the Canadian people through the constitutional conventions of democracy, executive authority remains vested in the Crown and is only entrusted by the sovereign to their government on behalf of the people, underlining the Crown's role in safeguarding the rights, freedoms, and democratic system of government of Canadians, and reinforcing the fact that ``governments are the servants of the people and not the reverse''. Thus, within a constitutional monarchy the sovereign's direct participation in any of these areas of governance is limited, with the sovereign normally exercising executive authority only on the advice of the executive committee of the Queen's Privy Council for Canada, with the sovereign's legislative and judicial responsibilities largely carried out through parliamentarians as well as judges and justices of the peace. The Crown today primarily functions as a guarantor of continuous and stable governance and a nonpartisan safeguard against abuse of power, the sovereign acting as a custodian of the Crown's democratic powers and a representation of the ``power of the people above government and political parties''.
Question: does the british monarchy have any power in canada
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer

yes

I would choose the answer

no

\"
47,"List of teams to overcome 3–1 series deficits -- NBA teams have overcome 3--1 deficits 11 times, only one of which occurred in the NBA Finals.",has any nba team came back from 3-1 in the finals,Yes,No,-0.9654425978660583,0.9654426574707031,NONE,,-1.1194672584533691,1.1194672584533691,NONE,,"<s> Context: List of teams to overcome 3–1 series deficits -- NBA teams have overcome 3--1 deficits 11 times, only one of which occurred in the NBA Finals.
Question: has any nba team came back from 3-1 in the finals
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""yes"".

Explanation:

The 11 times"
48,"MetLife Stadium -- MetLife Stadium is an American sports stadium located in East Rutherford, New Jersey, 8 miles outside of New York City. It is part of the Meadowlands Sports Complex and serves as the home stadium for two National Football League (NFL) franchises: the New York Giants and the New York Jets. The stadium is owned by the MetLife Stadium Company, a joint venture of the Giants and Jets, who jointly built the stadium using private funds on land owned by the New Jersey Sports and Exposition Authority. The stadium opened as New Meadowlands Stadium in 2010. In 2011, MetLife, an insurance company based in New York City, acquired the naming rights to the stadium. At a construction cost of approximately $1.6 billion, it was the most expensive stadium ever built, at the time it opened, and is the second-largest stadium in the NFL in terms of seating capacity.",do the jets and giants share a stadium,Yes,No,-0.9004029035568237,0.900402843952179,NONE,,-1.089348316192627,1.089348316192627,NONE,,"<s> Context: MetLife Stadium -- MetLife Stadium is an American sports stadium located in East Rutherford, New Jersey, 8 miles outside of New York City. It is part of the Meadowlands Sports Complex and serves as the home stadium for two National Football League (NFL) franchises: the New York Giants and the New York Jets. The stadium is owned by the MetLife Stadium Company, a joint venture of the Giants and Jets, who jointly built the stadium using private funds on land owned by the New Jersey Sports and Exposition Authority. The stadium opened as New Meadowlands Stadium in 2010. In 2011, MetLife, an insurance company based in New York City, acquired the naming rights to the stadium. At a construction cost of approximately $1.6 billion, it was the most expensive stadium ever built, at the time it opened, and is the second-largest stadium in the NFL in terms of seating capacity.
Question: do the jets and giants share a stadium
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer 'yes'

Comment: This question is about the Jets and Gi"
49,"America's Got Talent -- In the ninth season, the show added a new format to the auditions in the form of the ``Golden Buzzer'', which began to make appearances within the Got Talent franchise, since it was first introduced on Germany's Got Talent. During auditions, each judge is allowed to use the Golden Buzzer to send an act automatically into the live shows, regardless of the opinion of the other judges; when it was initially used, the buzzer simply saved an act from elimination. The only rule to the buzzer was that a judge could use it only once per season; the host was later allowed to use the Golden Buzzer for an act from the eleventh season.",does the host of americas got talent get a golden buzzer,Yes,No,-1.1656241416931152,1.1656241416931152,NONE,,-1.1570340394973755,1.1570340394973755,NONE,,"<s> Context: America's Got Talent -- In the ninth season, the show added a new format to the auditions in the form of the ``Golden Buzzer'', which began to make appearances within the Got Talent franchise, since it was first introduced on Germany's Got Talent. During auditions, each judge is allowed to use the Golden Buzzer to send an act automatically into the live shows, regardless of the opinion of the other judges; when it was initially used, the buzzer simply saved an act from elimination. The only rule to the buzzer was that a judge could use it only once per season; the host was later allowed to use the Golden Buzzer for an act from the eleventh season.
Question: does the host of americas got talent get a golden buzzer
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""no""

Correct answer:

I would choose the answer"
50,"Undergraduate degree -- An undergraduate degree (also called first degree, bachelor's degree or simply degree) is a colloquial term for an academic degree taken by a person who has completed undergraduate courses. It is usually offered at an institution of higher education, such as a university. The most common type of this degree is the bachelor's degree, which typically takes at least three or four years to complete. These degrees can be categorised as basic degrees.",is a bachelor degree considered an undergraduate degree,Yes,No,-1.0050365924835205,1.005036473274231,NONE,,-1.0211371183395386,1.0211371183395386,NONE,,"<s> Context: Undergraduate degree -- An undergraduate degree (also called first degree, bachelor's degree or simply degree) is a colloquial term for an academic degree taken by a person who has completed undergraduate courses. It is usually offered at an institution of higher education, such as a university. The most common type of this degree is the bachelor's degree, which typically takes at least three or four years to complete. These degrees can be categorised as basic degrees.
Question: is a bachelor degree considered an undergraduate degree
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer:

yes

My answer:

I would choose the answer"
51,"2018 FIFA World Cup qualification – UEFA Group H -- The group winners, Belgium, qualified directly for the 2018 FIFA World Cup. The group runners-up, Greece, advanced to the play-offs as one of the best 8 runners-up, where they lost to Croatia and thus failed to qualify for the first time since 2010.",did greece qualify for the 2018 world cup,No,Yes,-0.9585100412368774,0.9585099816322327,NONE,,-0.9244869947433472,0.9244869351387024,NONE,,"<s> Context: 2018 FIFA World Cup qualification – UEFA Group H -- The group winners, Belgium, qualified directly for the 2018 FIFA World Cup. The group runners-up, Greece, advanced to the play-offs as one of the best 8 runners-up, where they lost to Croatia and thus failed to qualify for the first time since 2010.
Question: did greece qualify for the 2018 world cup
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer:

no

\begin{blockquote}

no
\"
52,"The View (talk show) -- In November 2008, the show's post-election day telecast garnered the biggest audience in the show's history at 6.2 million in total viewers, becoming the week's most-watched program in daytime television. It was surpassed on July 29, 2010, during which former President Barack Obama first appeared as a guest on The View, which garnered a total of 6.6 million viewers. In 2013, the show was reported to be averaging 3.1 million daily viewers, which outpaced rival talk show The Talk.",is the view and the talk the same show,No,Yes,-1.0315474271774292,1.0315474271774292,NONE,,-0.9951848983764648,0.9951848983764648,NONE,,"<s> Context: The View (talk show) -- In November 2008, the show's post-election day telecast garnered the biggest audience in the show's history at 6.2 million in total viewers, becoming the week's most-watched program in daytime television. It was surpassed on July 29, 2010, during which former President Barack Obama first appeared as a guest on The View, which garnered a total of 6.6 million viewers. In 2013, the show was reported to be averaging 3.1 million daily viewers, which outpaced rival talk show The Talk.
Question: is the view and the talk the same show
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""no""

Comment: I'm voting to close this question as"
53,"Alternative fuel vehicle -- An alternative fuel vehicle is a vehicle that runs on a fuel other than traditional petroleum fuels (petrol or Diesel fuel); and also refers to any technology of powering an engine that does not involve solely petroleum (e.g. electric car, hybrid electric vehicles, solar powered). Because of a combination of factors, such as environmental concerns, high oil prices and the potential for peak oil, development of cleaner alternative fuels and advanced power systems for vehicles has become a high priority for many governments and vehicle manufacturers around the world.",can a car run on anything other than gas,Yes,No,-0.9470729231834412,0.9470729231834412,NONE,,-1.1531627178192139,1.1531625986099243,NONE,,"<s> Context: Alternative fuel vehicle -- An alternative fuel vehicle is a vehicle that runs on a fuel other than traditional petroleum fuels (petrol or Diesel fuel); and also refers to any technology of powering an engine that does not involve solely petroleum (e.g. electric car, hybrid electric vehicles, solar powered). Because of a combination of factors, such as environmental concerns, high oil prices and the potential for peak oil, development of cleaner alternative fuels and advanced power systems for vehicles has become a high priority for many governments and vehicle manufacturers around the world.
Question: can a car run on anything other than gas
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer:

\begin{code}
yes
\end{code}"
54,"Germany in the Eurovision Song Contest -- Germany first won the contest at the 27th attempt in 1982 in Harrogate, when Nicole won with the song ``Ein bisschen Frieden'' (A Little Peace). The second German victory came 28 years later at the 2010 contest in Oslo, when Lena won with ``Satellite''. Katja Ebstein, who finished third in 1970 and 1971, then second in 1980, is the only performer to have made the top three on three occasions. Germany has a total of 11 top three placements, also finishing second with Lena Valaitis (1981) and twice with the group Wind (1985 and 1987), and finishing third with Mary Roos (1972), Mekado (1994) and Surpriz (1999). Germany has finished last on seven occasions, receiving nul points in 1964, 1965 and 2015.",has germany ever won the eurovision song contest,Yes,No,-1.07950758934021,1.0795074701309204,NONE,,-1.406035304069519,1.406035304069519,NONE,,"<s> Context: Germany in the Eurovision Song Contest -- Germany first won the contest at the 27th attempt in 1982 in Harrogate, when Nicole won with the song ``Ein bisschen Frieden'' (A Little Peace). The second German victory came 28 years later at the 2010 contest in Oslo, when Lena won with ``Satellite''. Katja Ebstein, who finished third in 1970 and 1971, then second in 1980, is the only performer to have made the top three on three occasions. Germany has a total of 11 top three placements, also finishing second with Lena Valaitis (1981) and twice with the group Wind (1985 and 1987), and finishing third with Mary Roos (1972), Mekado (1994) and Surpriz (1999). Germany has finished last on seven occasions, receiving nul points in 1964, 1965 and 2015.
Question: has germany ever won the eurovision song contest
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer

yes

\begin{blockquote}

\begin{code"
55,"Cyborg (comics) -- Cyborg is a fictional superhero appearing in American comic books published by DC Comics . The character was created by writer Marv Wolfman and artist George Pérez and first appears in a special insert in DC Comics Presents #26 (October 1980). Originally known as a member of the Teen Titans, Cyborg was established as a founding member of the Justice League in DC's 2011 reboot of its comic book titles and subsequently in the 2016 relaunch of its continuity. However, he has since been re-established as a past member of the Teen Titans again.",is cyborg a member of the justice league,Yes,No,-0.9254604578018188,0.9254603981971741,NONE,,-1.1009374856948853,1.1009373664855957,NONE,,"<s> Context: Cyborg (comics) -- Cyborg is a fictional superhero appearing in American comic books published by DC Comics . The character was created by writer Marv Wolfman and artist George Pérez and first appears in a special insert in DC Comics Presents #26 (October 1980). Originally known as a member of the Teen Titans, Cyborg was established as a founding member of the Justice League in DC's 2011 reboot of its comic book titles and subsequently in the 2016 relaunch of its continuity. However, he has since been re-established as a past member of the Teen Titans again.
Question: is cyborg a member of the justice league
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer: yes
\end{blockquote}

Comment: I would choose """
56,"Certified copy -- A certified copy is a copy (often a photocopy) of a primary document that has on it an endorsement or certificate that it is a true copy of the primary document. It does not certify that the primary document is genuine, only that it is a true copy of the primary document.",is a certified copy the same as an original uk,No,Yes,-1.0918244123458862,1.0918244123458862,NONE,,-1.058606743812561,1.058606743812561,NONE,,"<s> Context: Certified copy -- A certified copy is a copy (often a photocopy) of a primary document that has on it an endorsement or certificate that it is a true copy of the primary document. It does not certify that the primary document is genuine, only that it is a true copy of the primary document.
Question: is a certified copy the same as an original uk
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer:
yes

Reason:

because a certified copy is"
57,"List of specialized agencies of the United Nations -- The World Bank Group is part of the United Nations system and has a formal relationship agreement with the UN, but retains its independence. The WBG comprises a group of five legally separate but affiliated institutions: the International Bank for Reconstruction and Development (IBRD), the International Finance Corporation (IFC), the International Development Association (IDA), the Multilateral Investment Guarantee Agency (MIGA), and the International Centre for Settlement of Investment Disputes (ICSID). It is a vital source of financial and technical assistance to developing countries around the world. Its mission is to fight poverty with passion and professionalism for lasting results and to help people help themselves and their environment by providing resources, sharing knowledge, building capacity and forging partnerships in the public and private sectors. The WBG headquarters are located in Washington, D.C., United States of America.",is the world bank affiliated with the united nations,Yes,No,-0.972346305847168,0.972346305847168,NONE,,-1.0579420328140259,1.0579420328140259,NONE,,"<s> Context: List of specialized agencies of the United Nations -- The World Bank Group is part of the United Nations system and has a formal relationship agreement with the UN, but retains its independence. The WBG comprises a group of five legally separate but affiliated institutions: the International Bank for Reconstruction and Development (IBRD), the International Finance Corporation (IFC), the International Development Association (IDA), the Multilateral Investment Guarantee Agency (MIGA), and the International Centre for Settlement of Investment Disputes (ICSID). It is a vital source of financial and technical assistance to developing countries around the world. Its mission is to fight poverty with passion and professionalism for lasting results and to help people help themselves and their environment by providing resources, sharing knowledge, building capacity and forging partnerships in the public and private sectors. The WBG headquarters are located in Washington, D.C., United States of America.
Question: is the world bank affiliated with the united nations
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""yes""

\section{Correct answer: yes}

"
58,Nissan Titan -- The Nissan Titan is a full-size pickup truck manufactured in the United States for the North American market by Nissan. It was named for the Titans of Greek mythology.,is a nissan titan a full size truck,Yes,No,-0.9386515021324158,0.9386515021324158,NONE,,-1.0180952548980713,1.0180951356887817,NONE,,"<s> Context: Nissan Titan -- The Nissan Titan is a full-size pickup truck manufactured in the United States for the North American market by Nissan. It was named for the Titans of Greek mythology.
Question: is a nissan titan a full size truck
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer:

no

Comment: I'm voting to close this question"
