trial,context,question,correct,incorrect,scores_target,scores_target_npnlg,generation_correct,generation_score_correct,scores_distractor,scores_distractor_npnlg,generation_distractor,generation_score_distractor,production_decoded
36,"Ursa Major -- Ursa Major is primarily known from the asterism of its main seven relatively bright stars comprising the ``Big Dipper'', ``the Wagon'', ``Charles's Wain'' or ``the Plough'' (among others), with its stellar configuration mimicking the shape of the ``Little Dipper''.",is the big dipper the same as ursa major,No,Yes,-1.0146629810333252,-3.0439887046813965,NONE,,-0.9546931982040405,-2.864079475402832,NONE,,"<s> Context: Ursa Major -- Ursa Major is primarily known from the asterism of its main seven relatively bright stars comprising the ``Big Dipper'', ``the Wagon'', ``Charles's Wain'' or ``the Plough'' (among others), with its stellar configuration mimicking the shape of the ``Little Dipper''.
Question: is the big dipper the same as ursa major
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer no.

Why do you think that answer is correct?

because"
37,"In-N-Out Burger -- In-N-Out Burger is an American regional chain of fast food restaurants with locations primarily in the American Southwest and Pacific coast. It was founded in Baldwin Park, California in 1948 by Harry Snyder and Esther Snyder. The chain is currently headquartered in Irvine, California and has slowly expanded outside Southern California into the rest of California, as well as into Arizona, Nevada, Utah, Texas, and Oregon. The current owner is Lynsi Snyder, the Snyders' only grandchild.",are there in and out burgers in ohio,No,Yes,-0.7790460586547852,-2.3371381759643555,NONE,,-1.1414645910263062,-3.424393653869629,NONE,,"<s> Context: In-N-Out Burger -- In-N-Out Burger is an American regional chain of fast food restaurants with locations primarily in the American Southwest and Pacific coast. It was founded in Baldwin Park, California in 1948 by Harry Snyder and Esther Snyder. The chain is currently headquartered in Irvine, California and has slowly expanded outside Southern California into the rest of California, as well as into Arizona, Nevada, Utah, Texas, and Oregon. The current owner is Lynsi Snyder, the Snyders' only grandchild.
Question: are there in and out burgers in ohio
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""no"" because I have never seen an in and out burger in oh"
38,"Czechoslovakia -- Czechoslovakia, or Czecho-Slovakia (/ˌtʃɛkoʊsloʊˈvækiə, -kə-, -slə-, -ˈvɑː-/; Czech and Slovak: Československo, Česko-Slovensko), was a sovereign state in Central Europe that existed from October 1918, when it declared its independence from the Austro-Hungarian Empire, until its peaceful dissolution into the Czech Republic and Slovakia on 1 January 1993.",is the czech republic and czechoslovakia the same thing,No,Yes,-0.8374104499816895,-2.5122313499450684,NONE,,-1.0635652542114258,-3.1906957626342773,NONE,,"<s> Context: Czechoslovakia -- Czechoslovakia, or Czecho-Slovakia (/ˌtʃɛkoʊsloʊˈvækiə, -kə-, -slə-, -ˈvɑː-/; Czech and Slovak: Československo, Česko-Slovensko), was a sovereign state in Central Europe that existed from October 1918, when it declared its independence from the Austro-Hungarian Empire, until its peaceful dissolution into the Czech Republic and Slovakia on 1 January 1993.
Question: is the czech republic and czechoslovakia the same thing
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer yes

Comment: Czechoslovakia was a country that existed from "
39,"Everything, Everything (film) -- Everything, Everything is a 2017 American romantic drama film directed by Stella Meghie and written by J. Mills Goodloe, based on the 2015 novel of the same name by Nicola Yoon. The film follows a young woman named Maddy (Amandla Stenberg) who is prevented by virtue of illness from going outside her house, and her neighbor Olly (Nick Robinson) who wants to help her experience life.",was everything everything based on a true story,No,Yes,-0.9391212463378906,-2.817363739013672,NONE,,-1.063909888267517,-3.1917295455932617,NONE,,"<s> Context: Everything, Everything (film) -- Everything, Everything is a 2017 American romantic drama film directed by Stella Meghie and written by J. Mills Goodloe, based on the 2015 novel of the same name by Nicola Yoon. The film follows a young woman named Maddy (Amandla Stenberg) who is prevented by virtue of illness from going outside her house, and her neighbor Olly (Nick Robinson) who wants to help her experience life.
Question: was everything everything based on a true story
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes""

Context: Everything, Everything (film) -- Everything,"
40,"Solo Cup Company -- In the 1970s, Hulseman's son, Robert Leo Hulseman, came up with the now-ubiquitous red Solo cup. The red Solo cups are made of thick, molded polystyrene. They are known for being able to withstand drops, easily stackable, and disposable while price accessible. Their characteristic red color may conceal the drinking contents.",did we have red solo cups in 1982,Yes,No,-0.8878574371337891,-2.663572311401367,NONE,,-0.8950660228729248,-2.6851980686187744,NONE,,"<s> Context: Solo Cup Company -- In the 1970s, Hulseman's son, Robert Leo Hulseman, came up with the now-ubiquitous red Solo cup. The red Solo cups are made of thick, molded polystyrene. They are known for being able to withstand drops, easily stackable, and disposable while price accessible. Their characteristic red color may conceal the drinking contents.
Question: did we have red solo cups in 1982
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer yes because I think that we did have red solo cups in 19"
41,"Mercury (planet) -- Like Venus, Mercury orbits the Sun within Earth's orbit as an inferior planet, and never exceeds 28° away from the Sun. When viewed from Earth, this proximity to the Sun means the planet can only be seen near the western or eastern horizon during the early evening or early morning. At this time it may appear as a bright star-like object, but is often far more difficult to observe than Venus. The planet telescopically displays the complete range of phases, similar to Venus and the Moon, as it moves in its inner orbit relative to Earth, which reoccurs over the so-called synodic period approximately every 116 days.",does mercury stay a constant distance from the sun year after year,Yes,No,-1.13102126121521,-3.393063545227051,NONE,,-0.8368433713912964,-2.5105299949645996,NONE,,"<s> Context: Mercury (planet) -- Like Venus, Mercury orbits the Sun within Earth's orbit as an inferior planet, and never exceeds 28° away from the Sun. When viewed from Earth, this proximity to the Sun means the planet can only be seen near the western or eastern horizon during the early evening or early morning. At this time it may appear as a bright star-like object, but is often far more difficult to observe than Venus. The planet telescopically displays the complete range of phases, similar to Venus and the Moon, as it moves in its inner orbit relative to Earth, which reoccurs over the so-called synodic period approximately every 116 days.
Question: does mercury stay a constant distance from the sun year after year
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer no because the earth does not stay in the same position every year, so mer"
42,"Daytime -- Although the daytime length at the Equator remains 12 hours in all seasons, the duration at all other latitudes varies with the seasons. During the winter, daytime lasts shorter than 12 hours; during the summer, it lasts longer than 12 hours. Northern winter and southern summer concur, while northern summer and southern winter concur.",do the days get longer and shorter at the equator,No,Yes,-0.8468424081802368,-2.540527105331421,NONE,,-1.0317163467407227,-3.095149040222168,NONE,,"<s> Context: Daytime -- Although the daytime length at the Equator remains 12 hours in all seasons, the duration at all other latitudes varies with the seasons. During the winter, daytime lasts shorter than 12 hours; during the summer, it lasts longer than 12 hours. Northern winter and southern summer concur, while northern summer and southern winter concur.
Question: do the days get longer and shorter at the equator
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""no"" because I think that the daytime length at the equator is"
43,"Summer solstice -- The summer solstice (or estival solstice), also known as midsummer, occurs when one of the Earth's poles has its maximum tilt toward the Sun. It happens twice yearly, once in each hemisphere (Northern and Southern). For that hemisphere, the summer solstice is when the Sun reaches its highest position in the sky and is the day with the longest period of daylight. At the pole, there is continuous daylight around the summer solstice. On the summer solstice, Earth's maximum axial tilt toward the Sun is 23.44°. Likewise, the Sun's declination from the celestial equator is 23.44°.",is the summer soltice the longest day of the year,Yes,No,-0.9406194686889648,-2.8218584060668945,NONE,,-1.0707954168319702,-3.212386131286621,NONE,,"<s> Context: Summer solstice -- The summer solstice (or estival solstice), also known as midsummer, occurs when one of the Earth's poles has its maximum tilt toward the Sun. It happens twice yearly, once in each hemisphere (Northern and Southern). For that hemisphere, the summer solstice is when the Sun reaches its highest position in the sky and is the day with the longest period of daylight. At the pole, there is continuous daylight around the summer solstice. On the summer solstice, Earth's maximum axial tilt toward the Sun is 23.44°. Likewise, the Sun's declination from the celestial equator is 23.44°.
Question: is the summer soltice the longest day of the year
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer 'yes'

Answer:
The summer solstice is the longest"
44,"India at the Olympics -- India first participated at the Olympic Games in 1900, with a lone athlete (Norman Pritchard) winning two medals- both silver- in athletics. The nation first sent a team to the Summer Olympic Games in 1920, and has participated in every Summer Games since then. India has also competed at several Winter Olympic Games beginning in 1964. Indian athletes have won a total of 28 medals so far, all at the Summer Games. For a period of time, India national field hockey team was dominant in Olympic competition, winning eleven medals in twelve Olympics between 1920 and 1980. The run included 8 gold medals total and six successive gold medals from 1928--1956",has india won a gold medal in olympics,Yes,No,-0.9375728964805603,-2.812718629837036,NONE,,-0.9748845100402832,-2.9246535301208496,NONE,,"<s> Context: India at the Olympics -- India first participated at the Olympic Games in 1900, with a lone athlete (Norman Pritchard) winning two medals- both silver- in athletics. The nation first sent a team to the Summer Olympic Games in 1920, and has participated in every Summer Games since then. India has also competed at several Winter Olympic Games beginning in 1964. Indian athletes have won a total of 28 medals so far, all at the Summer Games. For a period of time, India national field hockey team was dominant in Olympic competition, winning eleven medals in twelve Olympics between 1920 and 1980. The run included 8 gold medals total and six successive gold medals from 1928--1956
Question: has india won a gold medal in olympics
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes""

Context: India at the Olympics -- India first participated at"
45,"Statute of limitations -- Crimes considered heinous by society have no statute of limitations. Although there is usually no statute of limitations for murder (particularly first-degree murder), judges have been known to dismiss murder charges in cold cases if they feel the delay violates the defendant's right to a speedy trial. For example, waiting many years for an alibi witness to die before commencing a murder trial would be unconstitutional. In 2003, the U.S. Supreme Court in Stogner v. California ruled that the retroactive extension of the statute of limitations for sexual offenses committed against minors was an unconstitutional ex post facto law.",does the statute of limitations apply to all crimes,No,Yes,-0.8161754608154297,-2.448526382446289,NONE,,-1.0557794570922852,-3.1673381328582764,NONE,,"<s> Context: Statute of limitations -- Crimes considered heinous by society have no statute of limitations. Although there is usually no statute of limitations for murder (particularly first-degree murder), judges have been known to dismiss murder charges in cold cases if they feel the delay violates the defendant's right to a speedy trial. For example, waiting many years for an alibi witness to die before commencing a murder trial would be unconstitutional. In 2003, the U.S. Supreme Court in Stogner v. California ruled that the retroactive extension of the statute of limitations for sexual offenses committed against minors was an unconstitutional ex post facto law.
Question: does the statute of limitations apply to all crimes
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer no because there are some crimes that are considered heinous by society and"
46,"Monarchy of Canada -- As all executive authority is vested in the sovereign, their assent is required to allow for bills to become law and for letters patent and orders in council to have legal effect. While the power for these acts stems from the Canadian people through the constitutional conventions of democracy, executive authority remains vested in the Crown and is only entrusted by the sovereign to their government on behalf of the people, underlining the Crown's role in safeguarding the rights, freedoms, and democratic system of government of Canadians, and reinforcing the fact that ``governments are the servants of the people and not the reverse''. Thus, within a constitutional monarchy the sovereign's direct participation in any of these areas of governance is limited, with the sovereign normally exercising executive authority only on the advice of the executive committee of the Queen's Privy Council for Canada, with the sovereign's legislative and judicial responsibilities largely carried out through parliamentarians as well as judges and justices of the peace. The Crown today primarily functions as a guarantor of continuous and stable governance and a nonpartisan safeguard against abuse of power, the sovereign acting as a custodian of the Crown's democratic powers and a representation of the ``power of the people above government and political parties''.",does the british monarchy have any power in canada,Yes,No,-1.0119445323944092,-3.0358333587646484,NONE,,-0.9706649780273438,-2.9119949340820312,NONE,,"<s> Context: Monarchy of Canada -- As all executive authority is vested in the sovereign, their assent is required to allow for bills to become law and for letters patent and orders in council to have legal effect. While the power for these acts stems from the Canadian people through the constitutional conventions of democracy, executive authority remains vested in the Crown and is only entrusted by the sovereign to their government on behalf of the people, underlining the Crown's role in safeguarding the rights, freedoms, and democratic system of government of Canadians, and reinforcing the fact that ``governments are the servants of the people and not the reverse''. Thus, within a constitutional monarchy the sovereign's direct participation in any of these areas of governance is limited, with the sovereign normally exercising executive authority only on the advice of the executive committee of the Queen's Privy Council for Canada, with the sovereign's legislative and judicial responsibilities largely carried out through parliamentarians as well as judges and justices of the peace. The Crown today primarily functions as a guarantor of continuous and stable governance and a nonpartisan safeguard against abuse of power, the sovereign acting as a custodian of the Crown's democratic powers and a representation of the ``power of the people above government and political parties''.
Question: does the british monarchy have any power in canada
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer 'yes' because it is the correct answer.

You answered 'yes"
47,"List of teams to overcome 3–1 series deficits -- NBA teams have overcome 3--1 deficits 11 times, only one of which occurred in the NBA Finals.",has any nba team came back from 3-1 in the finals,Yes,No,-0.9926924705505371,-2.9780774116516113,NONE,,-0.924899697303772,-2.7746989727020264,NONE,,"<s> Context: List of teams to overcome 3–1 series deficits -- NBA teams have overcome 3--1 deficits 11 times, only one of which occurred in the NBA Finals.
Question: has any nba team came back from 3-1 in the finals
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer no.

Comment: I would choose the answer yes.

Comment"
48,"MetLife Stadium -- MetLife Stadium is an American sports stadium located in East Rutherford, New Jersey, 8 miles outside of New York City. It is part of the Meadowlands Sports Complex and serves as the home stadium for two National Football League (NFL) franchises: the New York Giants and the New York Jets. The stadium is owned by the MetLife Stadium Company, a joint venture of the Giants and Jets, who jointly built the stadium using private funds on land owned by the New Jersey Sports and Exposition Authority. The stadium opened as New Meadowlands Stadium in 2010. In 2011, MetLife, an insurance company based in New York City, acquired the naming rights to the stadium. At a construction cost of approximately $1.6 billion, it was the most expensive stadium ever built, at the time it opened, and is the second-largest stadium in the NFL in terms of seating capacity.",do the jets and giants share a stadium,Yes,No,-0.8860357999801636,-2.658107280731201,NONE,,-1.0312144756317139,-3.0936434268951416,NONE,,"<s> Context: MetLife Stadium -- MetLife Stadium is an American sports stadium located in East Rutherford, New Jersey, 8 miles outside of New York City. It is part of the Meadowlands Sports Complex and serves as the home stadium for two National Football League (NFL) franchises: the New York Giants and the New York Jets. The stadium is owned by the MetLife Stadium Company, a joint venture of the Giants and Jets, who jointly built the stadium using private funds on land owned by the New Jersey Sports and Exposition Authority. The stadium opened as New Meadowlands Stadium in 2010. In 2011, MetLife, an insurance company based in New York City, acquired the naming rights to the stadium. At a construction cost of approximately $1.6 billion, it was the most expensive stadium ever built, at the time it opened, and is the second-largest stadium in the NFL in terms of seating capacity.
Question: do the jets and giants share a stadium
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer no because they both have their own stadium.

Comment: I'"
49,"America's Got Talent -- In the ninth season, the show added a new format to the auditions in the form of the ``Golden Buzzer'', which began to make appearances within the Got Talent franchise, since it was first introduced on Germany's Got Talent. During auditions, each judge is allowed to use the Golden Buzzer to send an act automatically into the live shows, regardless of the opinion of the other judges; when it was initially used, the buzzer simply saved an act from elimination. The only rule to the buzzer was that a judge could use it only once per season; the host was later allowed to use the Golden Buzzer for an act from the eleventh season.",does the host of americas got talent get a golden buzzer,Yes,No,-1.040429949760437,-3.1212897300720215,NONE,,-1.0385884046554565,-3.11576509475708,NONE,,"<s> Context: America's Got Talent -- In the ninth season, the show added a new format to the auditions in the form of the ``Golden Buzzer'', which began to make appearances within the Got Talent franchise, since it was first introduced on Germany's Got Talent. During auditions, each judge is allowed to use the Golden Buzzer to send an act automatically into the live shows, regardless of the opinion of the other judges; when it was initially used, the buzzer simply saved an act from elimination. The only rule to the buzzer was that a judge could use it only once per season; the host was later allowed to use the Golden Buzzer for an act from the eleventh season.
Question: does the host of americas got talent get a golden buzzer
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer yes.

Answer: The answer is no.

Answer: The"
50,"Undergraduate degree -- An undergraduate degree (also called first degree, bachelor's degree or simply degree) is a colloquial term for an academic degree taken by a person who has completed undergraduate courses. It is usually offered at an institution of higher education, such as a university. The most common type of this degree is the bachelor's degree, which typically takes at least three or four years to complete. These degrees can be categorised as basic degrees.",is a bachelor degree considered an undergraduate degree,Yes,No,-0.8168991804122925,-2.450697422027588,NONE,,-1.1209073066711426,-3.3627219200134277,NONE,,"<s> Context: Undergraduate degree -- An undergraduate degree (also called first degree, bachelor's degree or simply degree) is a colloquial term for an academic degree taken by a person who has completed undergraduate courses. It is usually offered at an institution of higher education, such as a university. The most common type of this degree is the bachelor's degree, which typically takes at least three or four years to complete. These degrees can be categorised as basic degrees.
Question: is a bachelor degree considered an undergraduate degree
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes""

Context: Bachelor's degree -- A bach"
51,"2018 FIFA World Cup qualification – UEFA Group H -- The group winners, Belgium, qualified directly for the 2018 FIFA World Cup. The group runners-up, Greece, advanced to the play-offs as one of the best 8 runners-up, where they lost to Croatia and thus failed to qualify for the first time since 2010.",did greece qualify for the 2018 world cup,No,Yes,-0.9978088140487671,-2.9934263229370117,NONE,,-1.202054500579834,-3.606163501739502,NONE,,"<s> Context: 2018 FIFA World Cup qualification – UEFA Group H -- The group winners, Belgium, qualified directly for the 2018 FIFA World Cup. The group runners-up, Greece, advanced to the play-offs as one of the best 8 runners-up, where they lost to Croatia and thus failed to qualify for the first time since 2010.
Question: did greece qualify for the 2018 world cup
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes"".

Context: 2018 FIFA World Cup qual"
52,"The View (talk show) -- In November 2008, the show's post-election day telecast garnered the biggest audience in the show's history at 6.2 million in total viewers, becoming the week's most-watched program in daytime television. It was surpassed on July 29, 2010, during which former President Barack Obama first appeared as a guest on The View, which garnered a total of 6.6 million viewers. In 2013, the show was reported to be averaging 3.1 million daily viewers, which outpaced rival talk show The Talk.",is the view and the talk the same show,No,Yes,-0.9628105163574219,-2.8884315490722656,NONE,,-1.0604231357574463,-3.1812691688537598,NONE,,"<s> Context: The View (talk show) -- In November 2008, the show's post-election day telecast garnered the biggest audience in the show's history at 6.2 million in total viewers, becoming the week's most-watched program in daytime television. It was surpassed on July 29, 2010, during which former President Barack Obama first appeared as a guest on The View, which garnered a total of 6.6 million viewers. In 2013, the show was reported to be averaging 3.1 million daily viewers, which outpaced rival talk show The Talk.
Question: is the view and the talk the same show
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer:

yes

Comment: Please give us the context.  If"
53,"Alternative fuel vehicle -- An alternative fuel vehicle is a vehicle that runs on a fuel other than traditional petroleum fuels (petrol or Diesel fuel); and also refers to any technology of powering an engine that does not involve solely petroleum (e.g. electric car, hybrid electric vehicles, solar powered). Because of a combination of factors, such as environmental concerns, high oil prices and the potential for peak oil, development of cleaner alternative fuels and advanced power systems for vehicles has become a high priority for many governments and vehicle manufacturers around the world.",can a car run on anything other than gas,Yes,No,-0.8810679912567139,-2.6432039737701416,NONE,,-1.078508973121643,-3.2355268001556396,NONE,,"<s> Context: Alternative fuel vehicle -- An alternative fuel vehicle is a vehicle that runs on a fuel other than traditional petroleum fuels (petrol or Diesel fuel); and also refers to any technology of powering an engine that does not involve solely petroleum (e.g. electric car, hybrid electric vehicles, solar powered). Because of a combination of factors, such as environmental concerns, high oil prices and the potential for peak oil, development of cleaner alternative fuels and advanced power systems for vehicles has become a high priority for many governments and vehicle manufacturers around the world.
Question: can a car run on anything other than gas
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer yes.

Reason: because there are many other ways to run a"
54,"Germany in the Eurovision Song Contest -- Germany first won the contest at the 27th attempt in 1982 in Harrogate, when Nicole won with the song ``Ein bisschen Frieden'' (A Little Peace). The second German victory came 28 years later at the 2010 contest in Oslo, when Lena won with ``Satellite''. Katja Ebstein, who finished third in 1970 and 1971, then second in 1980, is the only performer to have made the top three on three occasions. Germany has a total of 11 top three placements, also finishing second with Lena Valaitis (1981) and twice with the group Wind (1985 and 1987), and finishing third with Mary Roos (1972), Mekado (1994) and Surpriz (1999). Germany has finished last on seven occasions, receiving nul points in 1964, 1965 and 2015.",has germany ever won the eurovision song contest,Yes,No,-1.1004637479782104,-3.301391124725342,NONE,,-1.1535701751708984,-3.4607105255126953,NONE,,"<s> Context: Germany in the Eurovision Song Contest -- Germany first won the contest at the 27th attempt in 1982 in Harrogate, when Nicole won with the song ``Ein bisschen Frieden'' (A Little Peace). The second German victory came 28 years later at the 2010 contest in Oslo, when Lena won with ``Satellite''. Katja Ebstein, who finished third in 1970 and 1971, then second in 1980, is the only performer to have made the top three on three occasions. Germany has a total of 11 top three placements, also finishing second with Lena Valaitis (1981) and twice with the group Wind (1985 and 1987), and finishing third with Mary Roos (1972), Mekado (1994) and Surpriz (1999). Germany has finished last on seven occasions, receiving nul points in 1964, 1965 and 2015.
Question: has germany ever won the eurovision song contest
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer:

no

The correct answer is:
yes

Context"
55,"Cyborg (comics) -- Cyborg is a fictional superhero appearing in American comic books published by DC Comics . The character was created by writer Marv Wolfman and artist George Pérez and first appears in a special insert in DC Comics Presents #26 (October 1980). Originally known as a member of the Teen Titans, Cyborg was established as a founding member of the Justice League in DC's 2011 reboot of its comic book titles and subsequently in the 2016 relaunch of its continuity. However, he has since been re-established as a past member of the Teen Titans again.",is cyborg a member of the justice league,Yes,No,-0.9935604929924011,-2.9806814193725586,NONE,,-1.0881681442260742,-3.2645044326782227,NONE,,"<s> Context: Cyborg (comics) -- Cyborg is a fictional superhero appearing in American comic books published by DC Comics . The character was created by writer Marv Wolfman and artist George Pérez and first appears in a special insert in DC Comics Presents #26 (October 1980). Originally known as a member of the Teen Titans, Cyborg was established as a founding member of the Justice League in DC's 2011 reboot of its comic book titles and subsequently in the 2016 relaunch of its continuity. However, he has since been re-established as a past member of the Teen Titans again.
Question: is cyborg a member of the justice league
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer:

yes

Question: is cyborg a member of the justice"
56,"Certified copy -- A certified copy is a copy (often a photocopy) of a primary document that has on it an endorsement or certificate that it is a true copy of the primary document. It does not certify that the primary document is genuine, only that it is a true copy of the primary document.",is a certified copy the same as an original uk,No,Yes,-0.9141238927841187,-2.7423715591430664,NONE,,-1.1183769702911377,-3.355130910873413,NONE,,"<s> Context: Certified copy -- A certified copy is a copy (often a photocopy) of a primary document that has on it an endorsement or certificate that it is a true copy of the primary document. It does not certify that the primary document is genuine, only that it is a true copy of the primary document.
Question: is a certified copy the same as an original uk
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer yes.

Comment: The question is ambiguous. What do you mean"
57,"List of specialized agencies of the United Nations -- The World Bank Group is part of the United Nations system and has a formal relationship agreement with the UN, but retains its independence. The WBG comprises a group of five legally separate but affiliated institutions: the International Bank for Reconstruction and Development (IBRD), the International Finance Corporation (IFC), the International Development Association (IDA), the Multilateral Investment Guarantee Agency (MIGA), and the International Centre for Settlement of Investment Disputes (ICSID). It is a vital source of financial and technical assistance to developing countries around the world. Its mission is to fight poverty with passion and professionalism for lasting results and to help people help themselves and their environment by providing resources, sharing knowledge, building capacity and forging partnerships in the public and private sectors. The WBG headquarters are located in Washington, D.C., United States of America.",is the world bank affiliated with the united nations,Yes,No,-0.8653794527053833,-2.5961382389068604,NONE,,-1.0021847486495972,-3.006554126739502,NONE,,"<s> Context: List of specialized agencies of the United Nations -- The World Bank Group is part of the United Nations system and has a formal relationship agreement with the UN, but retains its independence. The WBG comprises a group of five legally separate but affiliated institutions: the International Bank for Reconstruction and Development (IBRD), the International Finance Corporation (IFC), the International Development Association (IDA), the Multilateral Investment Guarantee Agency (MIGA), and the International Centre for Settlement of Investment Disputes (ICSID). It is a vital source of financial and technical assistance to developing countries around the world. Its mission is to fight poverty with passion and professionalism for lasting results and to help people help themselves and their environment by providing resources, sharing knowledge, building capacity and forging partnerships in the public and private sectors. The WBG headquarters are located in Washington, D.C., United States of America.
Question: is the world bank affiliated with the united nations
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""yes"".

Comment: I think this is a good question.
"
58,Nissan Titan -- The Nissan Titan is a full-size pickup truck manufactured in the United States for the North American market by Nissan. It was named for the Titans of Greek mythology.,is a nissan titan a full size truck,Yes,No,-0.8562173247337341,-2.5686519145965576,NONE,,-0.9944921731948853,-2.983476400375366,NONE,,"<s> Context: Nissan Titan -- The Nissan Titan is a full-size pickup truck manufactured in the United States for the North American market by Nissan. It was named for the Titans of Greek mythology.
Question: is a nissan titan a full size truck
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer: yes

Context: 2004 Nissan Titan"
59,"U.S. history of alcohol minimum purchase age by state -- From 1976 to 1983, several states voluntarily raised their purchase ages to 19 (or, less commonly, 20 or 21), in part to combat drunk driving fatalities. In 1984, Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds. By mid-1988, all 50 states and the District of Columbia had raised their purchase ages to 21 (but not Puerto Rico, Guam, or the Virgin Islands, see Additional Notes below). South Dakota and Wyoming were the final two states to comply with the age 21 mandate. The current drinking age of 21 remains a point of contention among many Americans, because of it being higher than the age of majority (18 in most states) and higher than the drinking ages of most other countries. The National Minimum Drinking Age Act is also seen as a congressional sidestep of the tenth amendment. Although debates have not been highly publicized, a few states have proposed legislation to lower their drinking age, while Guam has raised its drinking age to 21 in July 2010.",is there a state where the drinking age is 18,No,Yes,-0.8711357116699219,-2.6134071350097656,NONE,,-1.035353422164917,-3.106060266494751,NONE,,"<s> Context: U.S. history of alcohol minimum purchase age by state -- From 1976 to 1983, several states voluntarily raised their purchase ages to 19 (or, less commonly, 20 or 21), in part to combat drunk driving fatalities. In 1984, Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds. By mid-1988, all 50 states and the District of Columbia had raised their purchase ages to 21 (but not Puerto Rico, Guam, or the Virgin Islands, see Additional Notes below). South Dakota and Wyoming were the final two states to comply with the age 21 mandate. The current drinking age of 21 remains a point of contention among many Americans, because of it being higher than the age of majority (18 in most states) and higher than the drinking ages of most other countries. The National Minimum Drinking Age Act is also seen as a congressional sidestep of the tenth amendment. Although debates have not been highly publicized, a few states have proposed legislation to lower their drinking age, while Guam has raised its drinking age to 21 in July 2010.
Question: is there a state where the drinking age is 18
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer: no

Answer:

The answer is: yes

Answer"
60,"Skunks as pets -- Although capable of living indoors with humans similarly to cats or dogs, pet skunks are relatively rare, partly due to restrictive laws and the complexity of their care. Pet skunks are mainly kept in the United States, Canada, Germany, the Netherlands, Poland, and Italy.",can u have a skunk as a pet,Yes,No,-0.9448180198669434,-2.83445405960083,NONE,,-0.9341070652008057,-2.802321195602417,NONE,,"<s> Context: Skunks as pets -- Although capable of living indoors with humans similarly to cats or dogs, pet skunks are relatively rare, partly due to restrictive laws and the complexity of their care. Pet skunks are mainly kept in the United States, Canada, Germany, the Netherlands, Poland, and Italy.
Question: can u have a skunk as a pet
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer 'yes' because skunks are kept as pets.

Context:"
61,"Fred Sirieix -- He lives in Peckham, south London. During an interview for the Daily Mail in 2016, Sirieix said that he was living with his former partner and their two children, but was in a new relationship. In 2018, Sirieix announced he was in a relationship, referring to his partner only as his 'fruitcake'.",does fred from first dates have a partner,Yes,No,-1.0202066898345947,-3.060619831085205,NONE,,-1.0542558431625366,-3.1627674102783203,NONE,,"<s> Context: Fred Sirieix -- He lives in Peckham, south London. During an interview for the Daily Mail in 2016, Sirieix said that he was living with his former partner and their two children, but was in a new relationship. In 2018, Sirieix announced he was in a relationship, referring to his partner only as his 'fruitcake'.
Question: does fred from first dates have a partner
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer:

no

Because:

I think that he is"
62,"Grade retention -- ``Grade retention'' or ``grade repetition'' is the process of a kindergarten through twelfth grade student repeating the same grade due to failing it the previous year, these students are referred to as ``repeaters''. Repeaters can also be referred to as having been ``held back''. Students do not necessarily repeat in the same classroom, only the same grade.",can you get held back in elementary school,Yes,No,-0.9064978361129761,-2.7194933891296387,NONE,,-0.9800230264663696,-2.9400689601898193,NONE,,"<s> Context: Grade retention -- ``Grade retention'' or ``grade repetition'' is the process of a kindergarten through twelfth grade student repeating the same grade due to failing it the previous year, these students are referred to as ``repeaters''. Repeaters can also be referred to as having been ``held back''. Students do not necessarily repeat in the same classroom, only the same grade.
Question: can you get held back in elementary school
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer 'no'.

Why?

I would choose this answer because I"
